 Jacobi Data Set Jacobi64
1
Jacobi64
64
[9, 8, 5, 2, 3, 4, 5, 1, 6, 9, 4, 9, 7, 5, 8, 7, 3, 6, 5, 5, 9, 9, 1, 2, 4, 2, 1, 2, 5, 1, 7, 4, 7, 1, 4, 2, 6, 9, 2, 7, 2, 1, 9, 5, 9, 6, 7, 6, 2, 3, 3, 9, 9, 7, 4, 2, 7, 7, 7, 6, 1, 1, 4, 9]
[1049.0, 5.0, 7.0, 6.0, 4.0, 0.0, 4.0, 5.0, 2.0, 4.0, 2.0, 0.0, 1.0, 8.0, 3.0, 1.0, 0.0, 2.0, 2.0, 7.0, 4.0, 8.0, 8.0, 2.0, 6.0, 1.0, 5.0, 2.0, 1.0, 3.0, 6.0, 1.0, 2.0, 4.0, 4.0, 6.0, 5.0, 8.0, 7.0, 1.0, 0.0, 5.0, 7.0, 1.0, 0.0, 6.0, 5.0, 6.0, 4.0, 0.0, 7.0, 3.0, 8.0, 5.0, 4.0, 2.0, 5.0, 2.0, 2.0, 0.0, 6.0, 1.0, 2.0, 6.0, 10629.0, 0.0, 0.0]
[2.0, 1007.0, 4.0, 3.0, 2.0, 1.0, 0.0, 5.0, 0.0, 4.0, 7.0, 2.0, 4.0, 3.0, 3.0, 7.0, 7.0, 1.0, 4.0, 6.0, 7.0, 8.0, 6.0, 2.0, 4.0, 0.0, 5.0, 7.0, 7.0, 5.0, 5.0, 4.0, 0.0, 1.0, 3.0, 1.0, 7.0, 0.0, 4.0, 5.0, 4.0, 5.0, 2.0, 2.0, 4.0, 8.0, 6.0, 8.0, 8.0, 5.0, 8.0, 1.0, 6.0, 0.0, 0.0, 2.0, 4.0, 2.0, 7.0, 3.0, 3.0, 8.0, 5.0, 6.0, 9292.0, 0.0, 0.0]
[5.0, 0.0, 821.0, 5.0, 4.0, 8.0, 0.0, 6.0, 7.0, 3.0, 3.0, 4.0, 8.0, 0.0, 3.0, 5.0, 6.0, 4.0, 1.0, 3.0, 8.0, 1.0, 0.0, 5.0, 4.0, 3.0, 1.0, 3.0, 1.0, 3.0, 5.0, 3.0, 8.0, 0.0, 5.0, 5.0, 3.0, 2.0, 3.0, 1.0, 2.0, 6.0, 6.0, 8.0, 7.0, 8.0, 5.0, 3.0, 3.0, 2.0, 3.0, 3.0, 2.0, 7.0, 0.0, 6.0, 6.0, 1.0, 6.0, 1.0, 2.0, 8.0, 8.0, 4.0, 5384.0, 0.0, 0.0]
[0.0, 8.0, 2.0, 967.0, 8.0, 1.0, 1.0, 8.0, 3.0, 0.0, 0.0, 6.0, 4.0, 2.0, 6.0, 8.0, 1.0, 7.0, 3.0, 2.0, 1.0, 7.0, 3.0, 7.0, 4.0, 8.0, 0.0, 7.0, 1.0, 3.0, 7.0, 7.0, 4.0, 2.0, 0.0, 0.0, 1.0, 5.0, 4.0, 7.0, 1.0, 0.0, 0.0, 6.0, 1.0, 2.0, 5.0, 5.0, 4.0, 8.0, 7.0, 0.0, 5.0, 0.0, 0.0, 1.0, 4.0, 8.0, 0.0, 4.0, 2.0, 5.0, 6.0, 5.0, 3093.0, 0.0, 0.0]
[6.0, 3.0, 3.0, 4.0, 803.0, 6.0, 6.0, 3.0, 4.0, 4.0, 8.0, 7.0, 8.0, 7.0, 8.0, 6.0, 0.0, 7.0, 6.0, 2.0, 6.0, 6.0, 8.0, 3.0, 8.0, 0.0, 8.0, 7.0, 4.0, 8.0, 8.0, 7.0, 4.0, 3.0, 4.0, 7.0, 1.0, 8.0, 7.0, 2.0, 8.0, 3.0, 8.0, 8.0, 4.0, 7.0, 8.0, 2.0, 5.0, 3.0, 8.0, 5.0, 6.0, 7.0, 2.0, 7.0, 2.0, 3.0, 7.0, 4.0, 1.0, 8.0, 1.0, 4.0, 4103.0, 0.0, 0.0]
[6.0, 5.0, 3.0, 8.0, 1.0, 840.0, 2.0, 7.0, 2.0, 6.0, 5.0, 7.0, 6.0, 6.0, 5.0, 5.0, 8.0, 6.0, 6.0, 2.0, 4.0, 6.0, 1.0, 3.0, 7.0, 0.0, 7.0, 8.0, 2.0, 7.0, 0.0, 3.0, 2.0, 8.0, 6.0, 2.0, 2.0, 2.0, 7.0, 7.0, 4.0, 1.0, 2.0, 2.0, 5.0, 0.0, 8.0, 0.0, 4.0, 1.0, 4.0, 7.0, 2.0, 0.0, 4.0, 0.0, 1.0, 3.0, 0.0, 5.0, 0.0, 0.0, 0.0, 4.0, 4573.0, 0.0, 0.0]
[0.0, 2.0, 7.0, 7.0, 2.0, 2.0, 1258.0, 6.0, 5.0, 6.0, 1.0, 8.0, 4.0, 5.0, 6.0, 1.0, 1.0, 7.0, 7.0, 0.0, 7.0, 3.0, 0.0, 3.0, 1.0, 5.0, 3.0, 5.0, 1.0, 2.0, 3.0, 8.0, 1.0, 4.0, 5.0, 1.0, 5.0, 4.0, 2.0, 0.0, 8.0, 4.0, 4.0, 0.0, 6.0, 4.0, 6.0, 6.0, 0.0, 5.0, 4.0, 4.0, 1.0, 5.0, 3.0, 5.0, 3.0, 2.0, 1.0, 3.0, 1.0, 5.0, 4.0, 8.0, 7504.0, 0.0, 0.0]
[6.0, 1.0, 5.0, 6.0, 5.0, 2.0, 1.0, 770.0, 3.0, 8.0, 6.0, 0.0, 7.0, 5.0, 7.0, 4.0, 1.0, 3.0, 5.0, 1.0, 3.0, 3.0, 4.0, 5.0, 3.0, 4.0, 1.0, 8.0, 4.0, 0.0, 6.0, 7.0, 4.0, 2.0, 0.0, 7.0, 4.0, 2.0, 6.0, 1.0, 5.0, 8.0, 1.0, 7.0, 0.0, 6.0, 1.0, 1.0, 1.0, 5.0, 5.0, 7.0, 3.0, 6.0, 0.0, 7.0, 7.0, 3.0, 7.0, 3.0, 5.0, 7.0, 5.0, 6.0, 2032.0, 0.0, 0.0]
[6.0, 6.0, 2.0, 5.0, 4.0, 0.0, 5.0, 6.0, 684.0, 3.0, 6.0, 4.0, 1.0, 7.0, 6.0, 0.0, 8.0, 8.0, 5.0, 5.0, 5.0, 2.0, 4.0, 4.0, 4.0, 8.0, 6.0, 2.0, 4.0, 8.0, 5.0, 6.0, 0.0, 2.0, 4.0, 6.0, 6.0, 5.0, 1.0, 2.0, 8.0, 7.0, 4.0, 1.0, 7.0, 3.0, 5.0, 0.0, 8.0, 5.0, 7.0, 1.0, 7.0, 4.0, 6.0, 3.0, 4.0, 3.0, 7.0, 7.0, 6.0, 0.0, 3.0, 2.0, 5437.0, 0.0, 0.0]
[6.0, 3.0, 7.0, 2.0, 4.0, 2.0, 7.0, 4.0, 5.0, 1228.0, 3.0, 2.0, 5.0, 6.0, 2.0, 4.0, 3.0, 1.0, 0.0, 8.0, 1.0, 1.0, 8.0, 5.0, 7.0, 0.0, 3.0, 5.0, 5.0, 7.0, 6.0, 8.0, 1.0, 6.0, 4.0, 3.0, 7.0, 7.0, 7.0, 6.0, 2.0, 0.0, 1.0, 5.0, 6.0, 0.0, 8.0, 4.0, 4.0, 3.0, 6.0, 8.0, 1.0, 1.0, 4.0, 2.0, 6.0, 1.0, 3.0, 8.0, 6.0, 6.0, 5.0, 8.0, 12368.0, 0.0, 0.0]
