 Jacobi Data Set Jacobi128
1
Jacobi128
128
[2, 9, 6, 4, 3, 4, 5, 5, 5, 1, 4, 8, 5, 7, 3, 7, 1, 1, 8, 3, 8, 1, 8, 7, 9, 5, 1, 5, 6, 9, 6, 8, 5, 6, 9, 2, 8, 5, 1, 8, 5, 2, 3, 7, 9, 5, 9, 6, 8, 5, 9, 3, 9, 4, 6, 8, 4, 5, 3, 2, 8, 3, 6, 7, 5, 5, 8, 9, 6, 7, 4, 6, 4, 9, 6, 5, 6, 4, 3, 1, 8, 6, 3, 4, 8, 3, 7, 8, 5, 9, 8, 3, 7, 5, 7, 2, 7, 2, 8, 1, 1, 6, 6, 1, 5, 1, 8, 7, 7, 9, 4, 8, 4, 9, 4, 9, 7, 8, 9, 5, 5, 3, 6, 5, 1, 4, 5, 7]
[1861.0, 5.0, 2.0, 8.0, 5.0, 3.0, 8.0, 1.0, 7.0, 4.0, 7.0, 6.0, 3.0, 8.0, 0.0, 5.0, 4.0, 4.0, 5.0, 8.0, 4.0, 0.0, 0.0, 0.0, 7.0, 2.0, 6.0, 5.0, 1.0, 3.0, 6.0, 0.0, 3.0, 6.0, 2.0, 0.0, 4.0, 0.0, 7.0, 4.0, 8.0, 4.0, 6.0, 8.0, 5.0, 5.0, 2.0, 2.0, 3.0, 6.0, 1.0, 7.0, 0.0, 5.0, 8.0, 7.0, 7.0, 2.0, 7.0, 7.0, 7.0, 4.0, 2.0, 0.0, 4.0, 6.0, 8.0, 4.0, 0.0, 5.0, 4.0, 2.0, 1.0, 3.0, 2.0, 3.0, 2.0, 8.0, 0.0, 7.0, 5.0, 2.0, 1.0, 8.0, 6.0, 8.0, 3.0, 8.0, 4.0, 1.0, 3.0, 5.0, 6.0, 2.0, 6.0, 7.0, 3.0, 3.0, 6.0, 0.0, 1.0, 2.0, 0.0, 1.0, 6.0, 3.0, 4.0, 5.0, 5.0, 1.0, 2.0, 3.0, 6.0, 5.0, 8.0, 3.0, 2.0, 6.0, 7.0, 8.0, 7.0, 6.0, 5.0, 2.0, 3.0, 3.0, 8.0, 6.0, 6594.0, 0.0, 0.0]
[5.0, 2122.0, 8.0, 8.0, 5.0, 0.0, 7.0, 5.0, 0.0, 2.0, 0.0, 2.0, 6.0, 6.0, 7.0, 8.0, 6.0, 4.0, 5.0, 5.0, 8.0, 2.0, 1.0, 1.0, 4.0, 7.0, 3.0, 8.0, 8.0, 2.0, 0.0, 6.0, 6.0, 2.0, 2.0, 3.0, 1.0, 7.0, 6.0, 6.0, 0.0, 8.0, 4.0, 3.0, 8.0, 7.0, 6.0, 2.0, 4.0, 8.0, 2.0, 7.0, 6.0, 2.0, 0.0, 7.0, 0.0, 4.0, 0.0, 4.0, 4.0, 8.0, 4.0, 7.0, 1.0, 4.0, 2.0, 5.0, 7.0, 2.0, 0.0, 1.0, 6.0, 5.0, 1.0, 2.0, 8.0, 2.0, 2.0, 7.0, 3.0, 7.0, 7.0, 1.0, 8.0, 0.0, 5.0, 4.0, 8.0, 0.0, 2.0, 7.0, 5.0, 6.0, 5.0, 1.0, 2.0, 1.0, 8.0, 1.0, 7.0, 7.0, 0.0, 0.0, 8.0, 4.0, 3.0, 8.0, 4.0, 6.0, 5.0, 8.0, 8.0, 6.0, 8.0, 2.0, 6.0, 0.0, 8.0, 4.0, 1.0, 5.0, 3.0, 6.0, 0.0, 3.0, 6.0, 8.0, 22134.0, 0.0, 0.0]
[1.0, 6.0, 1449.0, 2.0, 7.0, 1.0, 2.0, 6.0, 1.0, 4.0, 7.0, 4.0, 7.0, 2.0, 5.0, 3.0, 6.0, 1.0, 6.0, 3.0, 7.0, 8.0, 6.0, 3.0, 0.0, 3.0, 4.0, 5.0, 5.0, 0.0, 8.0, 0.0, 5.0, 1.0, 2.0, 8.0, 1.0, 1.0, 4.0, 8.0, 5.0, 7.0, 3.0, 6.0, 7.0, 5.0, 1.0, 2.0, 1.0, 8.0, 3.0, 3.0, 8.0, 6.0, 6.0, 8.0, 7.0, 5.0, 1.0, 1.0, 7.0, 3.0, 6.0, 0.0, 5.0, 0.0, 7.0, 5.0, 3.0, 1.0, 8.0, 1.0, 2.0, 0.0, 6.0, 5.0, 8.0, 5.0, 1.0, 0.0, 0.0, 4.0, 1.0, 3.0, 5.0, 0.0, 2.0, 7.0, 4.0, 5.0, 3.0, 3.0, 4.0, 1.0, 8.0, 7.0, 2.0, 8.0, 1.0, 2.0, 5.0, 6.0, 4.0, 3.0, 7.0, 6.0, 0.0, 2.0, 5.0, 5.0, 5.0, 5.0, 8.0, 7.0, 8.0, 6.0, 4.0, 3.0, 5.0, 3.0, 8.0, 7.0, 2.0, 5.0, 5.0, 5.0, 7.0, 3.0, 11534.0, 0.0, 0.0]
[4.0, 5.0, 1.0, 2245.0, 0.0, 8.0, 3.0, 8.0, 8.0, 3.0, 8.0, 3.0, 5.0, 2.0, 4.0, 6.0, 2.0, 6.0, 4.0, 2.0, 4.0, 4.0, 3.0, 7.0, 1.0, 6.0, 4.0, 0.0, 5.0, 3.0, 7.0, 2.0, 6.0, 2.0, 3.0, 7.0, 8.0, 2.0, 5.0, 4.0, 6.0, 8.0, 7.0, 7.0, 7.0, 7.0, 5.0, 8.0, 5.0, 4.0, 8.0, 3.0, 1.0, 7.0, 4.0, 5.0, 4.0, 4.0, 6.0, 6.0, 8.0, 3.0, 4.0, 0.0, 1.0, 5.0, 7.0, 8.0, 0.0, 0.0, 3.0, 0.0, 6.0, 0.0, 4.0, 1.0, 3.0, 2.0, 3.0, 7.0, 4.0, 2.0, 6.0, 0.0, 2.0, 4.0, 1.0, 0.0, 8.0, 4.0, 8.0, 3.0, 7.0, 8.0, 5.0, 5.0, 3.0, 1.0, 5.0, 6.0, 4.0, 0.0, 8.0, 5.0, 3.0, 5.0, 3.0, 4.0, 0.0, 4.0, 3.0, 6.0, 5.0, 4.0, 7.0, 6.0, 1.0, 3.0, 5.0, 4.0, 5.0, 0.0, 2.0, 7.0, 6.0, 0.0, 6.0, 7.0, 11867.0, 0.0, 0.0]
[3.0, 6.0, 3.0, 5.0, 2380.0, 1.0, 1.0, 2.0, 7.0, 3.0, 5.0, 5.0, 4.0, 2.0, 5.0, 3.0, 2.0, 2.0, 2.0, 6.0, 0.0, 0.0, 2.0, 1.0, 2.0, 6.0, 5.0, 4.0, 8.0, 8.0, 3.0, 7.0, 6.0, 0.0, 2.0, 5.0, 1.0, 0.0, 4.0, 3.0, 8.0, 4.0, 1.0, 1.0, 5.0, 5.0, 4.0, 5.0, 4.0, 7.0, 1.0, 8.0, 1.0, 5.0, 3.0, 4.0, 8.0, 5.0, 4.0, 5.0, 8.0, 8.0, 8.0, 6.0, 7.0, 2.0, 2.0, 3.0, 2.0, 0.0, 2.0, 8.0, 1.0, 5.0, 2.0, 1.0, 4.0, 4.0, 7.0, 3.0, 3.0, 3.0, 0.0, 5.0, 1.0, 0.0, 5.0, 3.0, 8.0, 3.0, 1.0, 5.0, 1.0, 8.0, 4.0, 7.0, 0.0, 3.0, 1.0, 8.0, 3.0, 3.0, 4.0, 8.0, 0.0, 7.0, 7.0, 4.0, 5.0, 2.0, 2.0, 0.0, 5.0, 2.0, 8.0, 2.0, 4.0, 1.0, 3.0, 6.0, 7.0, 6.0, 5.0, 5.0, 0.0, 8.0, 6.0, 1.0, 9656.0, 0.0, 0.0]
[0.0, 6.0, 4.0, 7.0, 3.0, 2279.0, 2.0, 4.0, 6.0, 6.0, 6.0, 3.0, 2.0, 5.0, 2.0, 5.0, 4.0, 4.0, 0.0, 3.0, 2.0, 6.0, 7.0, 4.0, 6.0, 3.0, 4.0, 6.0, 2.0, 7.0, 2.0, 8.0, 6.0, 3.0, 6.0, 1.0, 5.0, 3.0, 2.0, 3.0, 3.0, 0.0, 5.0, 1.0, 5.0, 8.0, 1.0, 4.0, 3.0, 6.0, 1.0, 3.0, 4.0, 7.0, 7.0, 0.0, 8.0, 0.0, 8.0, 7.0, 1.0, 5.0, 3.0, 3.0, 4.0, 6.0, 5.0, 6.0, 8.0, 1.0, 3.0, 8.0, 0.0, 6.0, 0.0, 3.0, 6.0, 3.0, 3.0, 8.0, 5.0, 3.0, 2.0, 6.0, 3.0, 2.0, 0.0, 0.0, 7.0, 8.0, 5.0, 0.0, 0.0, 2.0, 7.0, 1.0, 8.0, 5.0, 5.0, 5.0, 7.0, 7.0, 8.0, 4.0, 0.0, 2.0, 2.0, 2.0, 0.0, 8.0, 8.0, 1.0, 4.0, 1.0, 8.0, 1.0, 8.0, 8.0, 4.0, 8.0, 7.0, 6.0, 1.0, 3.0, 5.0, 3.0, 6.0, 5.0, 11951.0, 0.0, 0.0]
[3.0, 4.0, 6.0, 2.0, 5.0, 0.0, 1492.0, 3.0, 2.0, 3.0, 7.0, 3.0, 5.0, 6.0, 0.0, 5.0, 1.0, 5.0, 1.0, 3.0, 5.0, 3.0, 1.0, 5.0, 2.0, 4.0, 8.0, 3.0, 0.0, 6.0, 1.0, 4.0, 4.0, 3.0, 0.0, 7.0, 6.0, 3.0, 3.0, 8.0, 4.0, 6.0, 4.0, 0.0, 3.0, 6.0, 5.0, 2.0, 4.0, 1.0, 6.0, 8.0, 8.0, 1.0, 7.0, 3.0, 6.0, 3.0, 6.0, 8.0, 8.0, 7.0, 6.0, 4.0, 7.0, 7.0, 6.0, 2.0, 6.0, 4.0, 8.0, 6.0, 2.0, 4.0, 1.0, 7.0, 6.0, 1.0, 1.0, 1.0, 7.0, 2.0, 2.0, 5.0, 1.0, 8.0, 7.0, 1.0, 0.0, 1.0, 4.0, 1.0, 5.0, 3.0, 4.0, 2.0, 2.0, 4.0, 3.0, 8.0, 0.0, 0.0, 8.0, 7.0, 1.0, 1.0, 5.0, 2.0, 4.0, 5.0, 2.0, 8.0, 0.0, 4.0, 6.0, 4.0, 2.0, 8.0, 0.0, 3.0, 5.0, 4.0, 7.0, 2.0, 0.0, 6.0, 5.0, 5.0, 10206.0, 0.0, 0.0]
[6.0, 4.0, 1.0, 2.0, 7.0, 7.0, 0.0, 1726.0, 7.0, 1.0, 0.0, 8.0, 7.0, 4.0, 4.0, 3.0, 3.0, 4.0, 8.0, 3.0, 3.0, 3.0, 1.0, 2.0, 0.0, 1.0, 7.0, 6.0, 7.0, 2.0, 2.0, 6.0, 1.0, 2.0, 3.0, 1.0, 4.0, 7.0, 3.0, 1.0, 6.0, 0.0, 3.0, 0.0, 6.0, 1.0, 4.0, 2.0, 3.0, 7.0, 0.0, 4.0, 3.0, 4.0, 5.0, 3.0, 5.0, 5.0, 2.0, 4.0, 3.0, 5.0, 0.0, 8.0, 0.0, 7.0, 7.0, 8.0, 5.0, 8.0, 3.0, 8.0, 4.0, 3.0, 6.0, 2.0, 0.0, 2.0, 6.0, 8.0, 3.0, 4.0, 7.0, 4.0, 1.0, 1.0, 5.0, 2.0, 2.0, 1.0, 3.0, 5.0, 6.0, 8.0, 4.0, 6.0, 4.0, 8.0, 2.0, 1.0, 2.0, 0.0, 3.0, 8.0, 4.0, 2.0, 5.0, 3.0, 2.0, 1.0, 2.0, 0.0, 6.0, 0.0, 7.0, 8.0, 5.0, 7.0, 5.0, 6.0, 7.0, 7.0, 0.0, 2.0, 7.0, 7.0, 6.0, 2.0, 11217.0, 0.0, 0.0]
[5.0, 6.0, 1.0, 6.0, 3.0, 5.0, 2.0, 5.0, 1690.0, 6.0, 0.0, 1.0, 2.0, 4.0, 7.0, 8.0, 2.0, 6.0, 0.0, 4.0, 2.0, 8.0, 5.0, 5.0, 7.0, 0.0, 3.0, 2.0, 4.0, 8.0, 6.0, 4.0, 5.0, 4.0, 7.0, 8.0, 3.0, 8.0, 3.0, 2.0, 2.0, 1.0, 5.0, 1.0, 7.0, 1.0, 0.0, 4.0, 6.0, 1.0, 3.0, 3.0, 7.0, 3.0, 3.0, 7.0, 3.0, 4.0, 5.0, 4.0, 3.0, 1.0, 5.0, 5.0, 3.0, 3.0, 7.0, 8.0, 4.0, 7.0, 8.0, 2.0, 8.0, 6.0, 7.0, 4.0, 4.0, 6.0, 1.0, 3.0, 2.0, 6.0, 6.0, 5.0, 2.0, 5.0, 7.0, 3.0, 0.0, 5.0, 4.0, 2.0, 7.0, 6.0, 2.0, 6.0, 1.0, 0.0, 5.0, 5.0, 2.0, 1.0, 4.0, 3.0, 0.0, 8.0, 7.0, 8.0, 4.0, 7.0, 1.0, 1.0, 8.0, 7.0, 2.0, 1.0, 7.0, 6.0, 5.0, 6.0, 0.0, 8.0, 7.0, 8.0, 3.0, 8.0, 0.0, 2.0, 11426.0, 0.0, 0.0]
[0.0, 3.0, 8.0, 2.0, 2.0, 5.0, 8.0, 3.0, 1.0, 2195.0, 4.0, 2.0, 4.0, 8.0, 3.0, 2.0, 4.0, 8.0, 5.0, 7.0, 0.0, 7.0, 4.0, 1.0, 2.0, 7.0, 6.0, 2.0, 0.0, 5.0, 8.0, 0.0, 3.0, 6.0, 6.0, 8.0, 1.0, 3.0, 7.0, 1.0, 6.0, 6.0, 5.0, 2.0, 5.0, 1.0, 5.0, 5.0, 6.0, 6.0, 1.0, 1.0, 6.0, 6.0, 2.0, 7.0, 3.0, 0.0, 7.0, 4.0, 1.0, 0.0, 4.0, 8.0, 7.0, 1.0, 7.0, 6.0, 0.0, 7.0, 7.0, 4.0, 7.0, 5.0, 6.0, 7.0, 0.0, 6.0, 8.0, 0.0, 2.0, 7.0, 6.0, 0.0, 7.0, 3.0, 8.0, 6.0, 5.0, 3.0, 8.0, 8.0, 5.0, 8.0, 4.0, 0.0, 5.0, 5.0, 3.0, 3.0, 7.0, 0.0, 5.0, 0.0, 4.0, 1.0, 0.0, 2.0, 4.0, 8.0, 3.0, 6.0, 1.0, 3.0, 3.0, 5.0, 7.0, 4.0, 8.0, 6.0, 7.0, 5.0, 7.0, 8.0, 6.0, 5.0, 8.0, 6.0, 5242.0, 0.0, 0.0]
